id,domain,concept,definition_query,application_query,expected_answer
1122,Common Nouns,bird,Define a bird.,Is a lizard a bird?,no
1123,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
1124,Scientific Concepts,mammal,Define a mammal.,Does a snake qualify as a mammal?,no
1125,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
1126,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
1127,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
1128,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
1129,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
1130,Common Nouns,fruit,Define a fruit.,Is a chair a fruit?,no
1131,Common Nouns,bird,Define a bird.,Does a cat qualify as a bird?,no
1132,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
1133,Common Nouns,fruit,Define a fruit.,Does a chair qualify as a fruit?,no
1134,Scientific Concepts,acid,Define a acid.,Does a sulfuric acid qualify as a acid?,yes
1135,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
1136,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
1137,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
1138,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
1139,Procedural Concepts,algorithm,Define a algorithm.,Is a sorting algorithm a algorithm?,yes
1140,Common Nouns,vehicle,Define a vehicle.,Is a house a vehicle?,no
1141,Common Nouns,fruit,Define a fruit.,Is a chair a fruit?,no
1142,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
1143,Common Nouns,vehicle,Define a vehicle.,Is a tree a vehicle?,no
1144,Common Nouns,fruit,Define a fruit.,Does a banana qualify as a fruit?,yes
1145,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
1146,Common Nouns,fruit,Define a fruit.,Does a chair qualify as a fruit?,no
1147,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
1148,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
1149,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
1150,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
1151,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
1152,Common Nouns,fruit,Define a fruit.,Does a apple qualify as a fruit?,yes
1153,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
1154,Scientific Concepts,mammal,Define a mammal.,Does a frog qualify as a mammal?,no
1155,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
1156,Scientific Concepts,acid,Define a acid.,Does a hydrochloric acid qualify as a acid?,yes
1157,Scientific Concepts,acid,Define a acid.,Is a salt a acid?,no
1158,Scientific Concepts,mammal,Define a mammal.,Is a frog a mammal?,no
1159,Scientific Concepts,mammal,Define a mammal.,Does a snake qualify as a mammal?,no
1160,Common Nouns,bird,Define a bird.,Does a cat qualify as a bird?,no
1161,Common Nouns,bird,Define a bird.,Does a cat qualify as a bird?,no
1162,Scientific Concepts,acid,Define a acid.,Does a sulfuric acid qualify as a acid?,yes
1163,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
1164,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
1165,Common Nouns,vehicle,Define a vehicle.,Is a bus a vehicle?,yes
1166,Common Nouns,vehicle,Define a vehicle.,Is a house a vehicle?,no
1167,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
1168,Scientific Concepts,mammal,Define a mammal.,Does a snake qualify as a mammal?,no
1169,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
1170,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
1171,Common Nouns,vehicle,Define a vehicle.,Does a house qualify as a vehicle?,no
1172,Common Nouns,vehicle,Define a vehicle.,Is a tree a vehicle?,no
1173,Scientific Concepts,acid,Define a acid.,Is a salt a acid?,no
1174,Common Nouns,fruit,Define a fruit.,Does a rock qualify as a fruit?,no
1175,Common Nouns,vehicle,Define a vehicle.,Does a house qualify as a vehicle?,no
1176,Scientific Concepts,mammal,Define a mammal.,Does a dog qualify as a mammal?,yes
1177,Scientific Concepts,acid,Define a acid.,Does a hydrochloric acid qualify as a acid?,yes
1178,Common Nouns,bird,Define a bird.,Does a sparrow qualify as a bird?,yes
1179,Common Nouns,fruit,Define a fruit.,Does a rock qualify as a fruit?,no
1180,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
1181,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
1182,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
1183,Scientific Concepts,mammal,Define a mammal.,Does a frog qualify as a mammal?,no
1184,Common Nouns,vehicle,Define a vehicle.,Does a house qualify as a vehicle?,no
1185,Common Nouns,fruit,Define a fruit.,Is a banana a fruit?,yes
1186,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
1187,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
1188,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
1189,Common Nouns,vehicle,Define a vehicle.,Does a house qualify as a vehicle?,no
1190,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
1191,Common Nouns,bird,Define a bird.,Does a eagle qualify as a bird?,yes
1192,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
1193,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
1194,Scientific Concepts,acid,Define a acid.,Is a salt a acid?,no
1195,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
1196,Scientific Concepts,mammal,Define a mammal.,Is a frog a mammal?,no
1197,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
1198,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
1199,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
1200,Scientific Concepts,acid,Define a acid.,Does a hydrochloric acid qualify as a acid?,yes
1201,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
1202,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
1203,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
1204,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
1205,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
1206,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
1207,Common Nouns,vehicle,Define a vehicle.,Is a car a vehicle?,yes
1208,Procedural Concepts,algorithm,Define a algorithm.,Is a sorting algorithm a algorithm?,yes
1209,Common Nouns,vehicle,Define a vehicle.,Does a tree qualify as a vehicle?,no
1210,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
1211,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
1212,Common Nouns,vehicle,Define a vehicle.,Does a tree qualify as a vehicle?,no
1213,Common Nouns,fruit,Define a fruit.,Does a chair qualify as a fruit?,no
1214,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
1215,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
1216,Scientific Concepts,mammal,Define a mammal.,Is a frog a mammal?,no
1217,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
1218,Common Nouns,fruit,Define a fruit.,Is a banana a fruit?,yes
1219,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
1220,Common Nouns,fruit,Define a fruit.,Does a chair qualify as a fruit?,no
1221,Scientific Concepts,acid,Define a acid.,Does a sulfuric acid qualify as a acid?,yes
1222,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
1223,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
1224,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
1225,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
1226,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
1227,Procedural Concepts,protocol,Define a protocol.,Does a TCP qualify as a protocol?,yes
1228,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
1229,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
1230,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
1231,Scientific Concepts,acid,Define a acid.,Is a salt a acid?,no
1232,Common Nouns,fruit,Define a fruit.,Does a apple qualify as a fruit?,yes
1233,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
1234,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
1235,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
1236,Common Nouns,vehicle,Define a vehicle.,Does a tree qualify as a vehicle?,no
1237,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
1238,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
1239,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
1240,Scientific Concepts,mammal,Define a mammal.,Does a frog qualify as a mammal?,no
1241,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
1242,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
1243,Common Nouns,fruit,Define a fruit.,Is a apple a fruit?,yes
1244,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
1245,Common Nouns,bird,Define a bird.,Does a eagle qualify as a bird?,yes
1246,Scientific Concepts,acid,Define a acid.,Is a salt a acid?,no
1247,Scientific Concepts,mammal,Define a mammal.,Does a snake qualify as a mammal?,no
1248,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
1249,Common Nouns,vehicle,Define a vehicle.,Is a tree a vehicle?,no
1250,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
1251,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
1252,Common Nouns,vehicle,Define a vehicle.,Does a house qualify as a vehicle?,no
1253,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
1254,Procedural Concepts,algorithm,Define a algorithm.,Is a sorting algorithm a algorithm?,yes
1255,Common Nouns,bird,Define a bird.,Does a cat qualify as a bird?,no
1256,Common Nouns,fruit,Define a fruit.,Is a rock a fruit?,no
1257,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
1258,Common Nouns,fruit,Define a fruit.,Does a banana qualify as a fruit?,yes
1259,Common Nouns,vehicle,Define a vehicle.,Does a car qualify as a vehicle?,yes
1260,Common Nouns,bird,Define a bird.,Does a eagle qualify as a bird?,yes
1261,Common Nouns,fruit,Define a fruit.,Does a banana qualify as a fruit?,yes
1262,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
1263,Common Nouns,fruit,Define a fruit.,Does a apple qualify as a fruit?,yes
1264,Common Nouns,bird,Define a bird.,Does a cat qualify as a bird?,no
1265,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
1266,Common Nouns,bird,Define a bird.,Does a cat qualify as a bird?,no
1267,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
1268,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
1269,Common Nouns,vehicle,Define a vehicle.,Does a house qualify as a vehicle?,no
1270,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
1271,Common Nouns,fruit,Define a fruit.,Is a chair a fruit?,no
1272,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
1273,Common Nouns,vehicle,Define a vehicle.,Is a car a vehicle?,yes
1274,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
1275,Common Nouns,bird,Define a bird.,Does a cat qualify as a bird?,no
1276,Scientific Concepts,acid,Define a acid.,Is a salt a acid?,no
1277,Common Nouns,vehicle,Define a vehicle.,Is a bus a vehicle?,yes
1278,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
1279,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
1280,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
1281,Procedural Concepts,algorithm,Define a algorithm.,Is a sorting algorithm a algorithm?,yes
1282,Common Nouns,bird,Define a bird.,Does a cat qualify as a bird?,no
1283,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
1284,Common Nouns,vehicle,Define a vehicle.,Is a tree a vehicle?,no
1285,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
1286,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
1287,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
1288,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
1289,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
1290,Common Nouns,fruit,Define a fruit.,Does a rock qualify as a fruit?,no
1291,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
1292,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
1293,Common Nouns,vehicle,Define a vehicle.,Does a tree qualify as a vehicle?,no
1294,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
1295,Common Nouns,fruit,Define a fruit.,Is a rock a fruit?,no
1296,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
1297,Common Nouns,fruit,Define a fruit.,Does a banana qualify as a fruit?,yes
1298,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
1299,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
1300,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
1301,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
1302,Common Nouns,vehicle,Define a vehicle.,Does a bus qualify as a vehicle?,yes
1303,Common Nouns,fruit,Define a fruit.,Does a apple qualify as a fruit?,yes
1304,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
1305,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
1306,Common Nouns,vehicle,Define a vehicle.,Is a car a vehicle?,yes
1307,Common Nouns,vehicle,Define a vehicle.,Is a car a vehicle?,yes
1308,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
1309,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
1310,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
1311,Common Nouns,vehicle,Define a vehicle.,Is a house a vehicle?,no
1312,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
1313,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
1314,Scientific Concepts,acid,Define a acid.,Does a hydrochloric acid qualify as a acid?,yes
1315,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
1316,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
1317,Common Nouns,vehicle,Define a vehicle.,Is a house a vehicle?,no
1318,Scientific Concepts,acid,Define a acid.,Does a sulfuric acid qualify as a acid?,yes
1319,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
1320,Common Nouns,vehicle,Define a vehicle.,Does a house qualify as a vehicle?,no
1321,Common Nouns,bird,Define a bird.,Does a cat qualify as a bird?,no
1322,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
1323,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
